CÓDIGO_INSTITUCIÓN_PADRE,CÓDIGO_INSTITUCIÓN,# universidad,NOMBRE_INSTITUCIÓN,ESTADO_INSTITUCIÓN,CARÁCTER_ACADÉMICO,SECTOR,codigoprograma,NOMBRE_DEL_PROGRAMA,,,,,,,,,,,,,,,,
1828,1828,55,UNIVERSIDAD ICESI,Activa,Universidad,Privado,55.5,MAESTRÍA EN CREACIÓN DE EMPRESAS,,,,,,,,,,,,,,,,
1828,1828,55,UNIVERSIDAD ICESI,Activa,Universidad,Privado,55.7,MAESTRÍA EN EDUCACIÓN,,,,,,,,,,,,,,,,
1828,1828,55,UNIVERSIDAD ICESI,Activa,Universidad,Privado,55.8,MAESTRÍA EN EDUCACIÓN MEDIADA POR LAS TIC,,,,,,,,,,,,,,,,
1828,1828,55,UNIVERSIDAD ICESI,Activa,Universidad,Privado,55.9,MAESTRÍA EN ENSEÑANZA DE INGLÉS COMO LENGUA EXTRANJERA,,,,,,,,,,,,,,,,
1828,1828,55,UNIVERSIDAD ICESI,Activa,Universidad,Privado,55.10,MAESTRÍA EN ESTRATEGIA DIGITAL DE NEGOCIOS,,,,,,,,,,,,,,,,
1828,1828,55,UNIVERSIDAD ICESI,Activa,Universidad,Privado,55.11,MAESTRÍA EN GESTIÓN DEL TALENTO HUMANO,,,,,,,,,,,,,,,,
1828,1828,55,UNIVERSIDAD ICESI,Activa,Universidad,Privado,55.12,MAESTRIA EN INNOVACION EDUCATIVA,,,,,,,,,,,,,,,,
1830,1830,56,UNIVERSIDAD AUTONOMA DE OCCIDENTE,Activa,Universidad,Privado,56.2,ESPECIALIZACIÓN EN CIBERSEGURIDAD,,,,,,,,,,,,,,,,
1830,1830,56,UNIVERSIDAD AUTONOMA DE OCCIDENTE,Activa,Universidad,Privado,56.3,ESPECIALIZACIÓN EN COMUNICACIÓN ESTRATÉGICA,,,,,,,,,,,,,,,,
1830,1830,56,UNIVERSIDAD AUTONOMA DE OCCIDENTE,Activa,Universidad,Privado,56.4,ESPECIALIZACIÓN EN COMUNICACIÓN ESTRATÉGICA,,,,,,,,,,,,,,,,
1830,1830,56,UNIVERSIDAD AUTONOMA DE OCCIDENTE,Activa,Universidad,Privado,56.5,ESPECIALIZACIÓN EN COMUNICACIÓN Y PERIODISMO DIGITAL,,,,,,,,,,,,,,,,
1830,1830,56,UNIVERSIDAD AUTONOMA DE OCCIDENTE,Activa,Universidad,Privado,56.6,ESPECIALIZACIÓN EN DERECHOS HUMANOS Y TERRITORIOS,,,,,,,,,,,,,,,,
1830,1830,56,UNIVERSIDAD AUTONOMA DE OCCIDENTE,Activa,Universidad,Privado,56.7,ESPECIALIZACIÓN EN DISEÑO PUBLICITARIO EN CONTENIDOS DIGITALES,,,,,,,,,,,,,,,,
1830,1830,56,UNIVERSIDAD AUTONOMA DE OCCIDENTE,Activa,Universidad,Privado,56.8,ESPECIALIZACION EN EFICIENCIA ENERGETICA,,,,,,,,,,,,,,,,
1830,1830,56,UNIVERSIDAD AUTONOMA DE OCCIDENTE,Activa,Universidad,Privado,56.10,ESPECIALIZACIÓN EN ESCRITURA CREATIVA EN NUEVOS MEDIOS,,,,,,,,,,,,,,,,
1830,1830,56,UNIVERSIDAD AUTONOMA DE OCCIDENTE,Activa,Universidad,Privado,56.11,ESPECIALIZACIÓN EN ESTRATEGIAS DE COMUNICACIÓN TRANSMEDIA,,,,,,,,,,,,,,,,
1830,1830,56,UNIVERSIDAD AUTONOMA DE OCCIDENTE,Activa,Universidad,Privado,56.13,ESPECIALIZACION EN FINANZAS,,,,,,,,,,,,,,,,
1830,1830,56,UNIVERSIDAD AUTONOMA DE OCCIDENTE,Activa,Universidad,Privado,56.14,ESPECIALIZACIÓN EN GERENCIA DE NEGOCIOS DIGITALES,,,,,,,,,,,,,,,,
1830,1830,56,UNIVERSIDAD AUTONOMA DE OCCIDENTE,Activa,Universidad,Privado,56.15,ESPECIALIZACIÓN EN GERENCIA DE PRODUCTIVIDAD E INNOVACIÓN,,,,,,,,,,,,,,,,
1830,1830,56,UNIVERSIDAD AUTONOMA DE OCCIDENTE,Activa,Universidad,Privado,56.16,ESPECIALIZACION EN GESTION AMBIENTAL,,,,,,,,,,,,,,,,
1830,1830,56,UNIVERSIDAD AUTONOMA DE OCCIDENTE,Activa,Universidad,Privado,56.16,ESPECIALIZACIÓN EN GESTIÓN AMBIENTAL DE ZONAS COSTERAS,,,,,,,,,,,,,,,,
1830,1830,56,UNIVERSIDAD AUTONOMA DE OCCIDENTE,Activa,Universidad,Privado,56.17,ESPECIALIZACIÓN EN INNOVACIÓN EDUCATIVA Y TECNOLOGÍAS,,,,,,,,,,,,,,,,
1830,1830,56,UNIVERSIDAD AUTONOMA DE OCCIDENTE,Activa,Universidad,Privado,56.19,ESPECIALIZACIÓN EN INTELIGENCIA DE NEGOCIOS CON ÉNFASIS EN BIG DATA,,,,,,,,,,,,,,,,
1830,1830,56,UNIVERSIDAD AUTONOMA DE OCCIDENTE,Activa,Universidad,Privado,56.20,ESPECIALIZACIÓN EN INTERCULTURALIDAD Y ESTUDIOS DE GÉNERO,,,,,,,,,,,,,,,,
1830,1830,56,UNIVERSIDAD AUTONOMA DE OCCIDENTE,Activa,Universidad,Privado,56.21,ESPECIALIZACIÓN EN LOGÍSTICA,,,,,,,,,,,,,,,,
1830,1830,56,UNIVERSIDAD AUTONOMA DE OCCIDENTE,Activa,Universidad,Privado,56.22,ESPECIALIZACION EN MERCADEO,,,,,,,,,,,,,,,,
1830,1830,56,UNIVERSIDAD AUTONOMA DE OCCIDENTE,Activa,Universidad,Privado,56.23,ESPECIALIZACIÓN EN PERIODISMO DEPORTIVO,,,,,,,,,,,,,,,,
1830,1830,56,UNIVERSIDAD AUTONOMA DE OCCIDENTE,Activa,Universidad,Privado,56.24,ESPECIALIZACIÓN EN SEGURIDAD Y SALUD EN EL TRABAJO,,,,,,,,,,,,,,,,
1830,1830,56,UNIVERSIDAD AUTONOMA DE OCCIDENTE,Activa,Universidad,Privado,56.25,MAESTRÍA EN ESTUDIOS CULTURALES,,,,,,,,,,,,,,,,
1830,1830,56,UNIVERSIDAD AUTONOMA DE OCCIDENTE,Activa,Universidad,Privado,56.26,MAESTRÍA EN GESTIÓN AMBIENTAL Y DESARROLLO SOSTENIBLE,,,,,,,,,,,,,,,,
1835,1835,57,UNIVERSIDAD DE CIENCIAS APLICADAS Y AMBIENTALES - UDCA,Activa,Universidad,Privado,57.1,ESPECIALIZACION  EN SANIDAD ANIMAL,,,,,,,,,,,,,,,,
1835,1835,57,UNIVERSIDAD DE CIENCIAS APLICADAS Y AMBIENTALES - UDCA,Activa,Universidad,Privado,57.2,ESPECIALIZACION EN LABORATORIO CLINICO VETERINARIO,,,,,,,,,,,,,,,,
1835,1835,57,UNIVERSIDAD DE CIENCIAS APLICADAS Y AMBIENTALES - UDCA,Activa,Universidad,Privado,57.3,ESPECIALIZACION EN NUTRICION ANIMAL APLICADA,,,,,,,,,,,,,,,,
1835,1835,57,UNIVERSIDAD DE CIENCIAS APLICADAS Y AMBIENTALES - UDCA,Activa,Universidad,Privado,57.4,ESPECIALIZACION EN PRODUCCION ANIMAL,,,,,,,,,,,,,,,,
2102,2102,58,UNIVERSIDAD NACIONAL ABIERTA Y A DISTANCIA UNAD,Activa,Universidad,Oficial,58.1,ESPECIALIZACION EN BIOTECNOLOGIA AGRARIA,,,,,,,,,,,,,,,,
2102,2102,58,UNIVERSIDAD NACIONAL ABIERTA Y A DISTANCIA UNAD,Activa,Universidad,Oficial,58.2,ESPECIALIZACION EN BIOTECNOLOGIA AGROAMBIENTAL,,,,,,,,,,,,,,,,
2102,2102,58,UNIVERSIDAD NACIONAL ABIERTA Y A DISTANCIA UNAD,Activa,Universidad,Oficial,58.2,"ESPECIALIZACIÓN EN EDUCACIÓN, CULTURA Y POLITICA",,,,,,,,,,,,,,,,
2102,2102,58,UNIVERSIDAD NACIONAL ABIERTA Y A DISTANCIA UNAD,Activa,Universidad,Oficial,58.3,ESPECIALIZACION EN EDUCACION SUPERIOR A DISTANCIA,,,,,,,,,,,,,,,,
2102,2102,58,UNIVERSIDAD NACIONAL ABIERTA Y A DISTANCIA UNAD,Activa,Universidad,Oficial,58.4,ESPECIALIZACIÓN EN FINANZAS CORPORATIVAS,,,,,,,,,,,,,,,,
2102,2102,58,UNIVERSIDAD NACIONAL ABIERTA Y A DISTANCIA UNAD,Activa,Universidad,Oficial,58.5,ESPECIALIZACIÓN EN GERENCIA DE PROCESOS LOGÍSTICOS EN REDES DE VALOR,,,,,,,,,,,,,,,,
2102,2102,58,UNIVERSIDAD NACIONAL ABIERTA Y A DISTANCIA UNAD,Activa,Universidad,Oficial,58.6,ESPECIALIZACION EN GERENCIA ESTRATEGICA DE MERCADEO,,,,,,,,,,,,,,,,
2102,2102,58,UNIVERSIDAD NACIONAL ABIERTA Y A DISTANCIA UNAD,Activa,Universidad,Oficial,58.7,ESPECIALIZACIÓN EN GESTIÓN DE PROYECTOS,,,,,,,,,,,,,,,,
2102,2102,58,UNIVERSIDAD NACIONAL ABIERTA Y A DISTANCIA UNAD,Activa,Universidad,Oficial,58.8,ESPECIALIZACIÓN EN GESTIÓN PÚBLICA,,,,,,,,,,,,,,,,
2102,2102,58,UNIVERSIDAD NACIONAL ABIERTA Y A DISTANCIA UNAD,Activa,Universidad,Oficial,58.9,ESPECIALIZACION EN NUTRICION ANIMAL SOSTENIBLE,,,,,,,,,,,,,,,,
2102,2102,58,UNIVERSIDAD NACIONAL ABIERTA Y A DISTANCIA UNAD,Activa,Universidad,Oficial,58.10,ESPECIALIZACION EN PEDAGOGIA PARA EL DESARROLLO DEL APRENDIZAJE AUTONOMO,,,,,,,,,,,,,,,,
2102,2102,58,UNIVERSIDAD NACIONAL ABIERTA Y A DISTANCIA UNAD,Activa,Universidad,Oficial,58.11,ESPECIALIZACIÓN EN PROCESOS DE ALIMENTOS Y BIOMATERIALES,,,,,,,,,,,,,,,,
2102,2102,58,UNIVERSIDAD NACIONAL ABIERTA Y A DISTANCIA UNAD,Activa,Universidad,Oficial,58.14,ESPECIALIZACIÓN EN SEGURIDAD INFORMÁTICA,,,,,,,,,,,,,,,,
2102,2102,58,UNIVERSIDAD NACIONAL ABIERTA Y A DISTANCIA UNAD,Activa,Universidad,Oficial,58.15,MAESTRIA EN ADMINISTRACIÓN DE ORGANIZACIONES,,,,,,,,,,,,,,,,
2102,2102,58,UNIVERSIDAD NACIONAL ABIERTA Y A DISTANCIA UNAD,Activa,Universidad,Oficial,58.16,MAESTRÍA EN AGRONEGOCIOS,,,,,,,,,,,,,,,,
2102,2102,58,UNIVERSIDAD NACIONAL ABIERTA Y A DISTANCIA UNAD,Activa,Universidad,Oficial,58.17,MAESTRÍA EN BIOTECNOLOGÍA ALIMENTARIA,,,,,,,,,,,,,,,,
2102,2102,58,UNIVERSIDAD NACIONAL ABIERTA Y A DISTANCIA UNAD,Activa,Universidad,Oficial,58.18,MAESTRÍA EN COMUNICACIÓN,,,,,,,,,,,,,,,,
2102,2102,58,UNIVERSIDAD NACIONAL ABIERTA Y A DISTANCIA UNAD,Activa,Universidad,Oficial,58.19,"MAESTRÍA EN DESARROLLO ALTERNATIVO, SOSTENIBLE Y SOLIDARIO",,,,,,,,,,,,,,,,
2102,2102,58,UNIVERSIDAD NACIONAL ABIERTA Y A DISTANCIA UNAD,Activa,Universidad,Oficial,58.20,MAESTRÍA EN DESARROLLO RURAL,,,,,,,,,,,,,,,,
2102,2102,58,UNIVERSIDAD NACIONAL ABIERTA Y A DISTANCIA UNAD,Activa,Universidad,Oficial,58.21,MAESTRÍA EN DISEÑO DE EXPERIENCIA DE USUARIO,,,,,,,,,,,,,,,,
2102,2102,58,UNIVERSIDAD NACIONAL ABIERTA Y A DISTANCIA UNAD,Activa,Universidad,Oficial,58.22,MAESTRÍA EN EDUCACIÓN,,,,,,,,,,,,,,,,
2102,2102,58,UNIVERSIDAD NACIONAL ABIERTA Y A DISTANCIA UNAD,Activa,Universidad,Oficial,58.23,MAESTRÍA EN EDUCACIÓN INTERCULTURAL,,,,,,,,,,,,,,,,
2102,2102,58,UNIVERSIDAD NACIONAL ABIERTA Y A DISTANCIA UNAD,Activa,Universidad,Oficial,58.24,MAESTRÍA EN GERENCIA DE PROYECTOS,,,,,,,,,,,,,,,,
2102,2102,58,UNIVERSIDAD NACIONAL ABIERTA Y A DISTANCIA UNAD,Activa,Universidad,Oficial,58.25,MAESTRÍA EN GESTIÓN DE TECNOLOGÍA DE INFORMACIÓN,,,,,,,,,,,,,,,,
2102,2102,58,UNIVERSIDAD NACIONAL ABIERTA Y A DISTANCIA UNAD,Activa,Universidad,Oficial,58.26,MAESTRÍA EN GESTIÓN FINANCIERA,,,,,,,,,,,,,,,,
2102,2102,58,UNIVERSIDAD NACIONAL ABIERTA Y A DISTANCIA UNAD,Activa,Universidad,Oficial,58.27,"MAESTRIA EN GOBIERNO, POLITICAS PUBLICAS Y DESARROLLO TERRITORIAL",,,,,,,,,,,,,,,,
2102,2102,58,UNIVERSIDAD NACIONAL ABIERTA Y A DISTANCIA UNAD,Activa,Universidad,Oficial,58.28,MAESTRÍA EN LOGÍSTICA Y REDES DE VALOR,,,,,,,,,,,,,,,,
2102,2102,58,UNIVERSIDAD NACIONAL ABIERTA Y A DISTANCIA UNAD,Activa,Universidad,Oficial,58.29,MAESTRÍA EN MEDIACIÓN PEDAGÓGICA EN EL APRENDIZAJE DEL INGLÉS,,,,,,,,,,,,,,,,
2102,2102,58,UNIVERSIDAD NACIONAL ABIERTA Y A DISTANCIA UNAD,Activa,Universidad,Oficial,58.30,MAESTRÍA EN PSICOLOGÍA COMUNITARIA,,,,,,,,,,,,,,,,
2104,2104,59,ESCUELA SUPERIOR DE ADMINISTRACION PUBLICA-ESAP-,Activa,Institución Universitaria/Escuela Tecnológica,Oficial,59.1,ESPECIALIZACION EN  FRONTERAS Y RELACIONES INTERNACIONALES,,,,,,,,,,,,,,,,
2104,2104,59,ESCUELA SUPERIOR DE ADMINISTRACION PUBLICA-ESAP-,Activa,Institución Universitaria/Escuela Tecnológica,Oficial,59.2,ESPECIALIZACION EN ADMINISTRACION PUBLICA CONTEMPORANEA,,,,,,,,,,,,,,,,
2104,2104,59,ESCUELA SUPERIOR DE ADMINISTRACION PUBLICA-ESAP-,Activa,Institución Universitaria/Escuela Tecnológica,Oficial,59.3,ESPECIALIZACIÓN EN ADMINISTRACIÓN PÚBLICA CONTEMPORÁNEA,,,,,,,,,,,,,,,,
2104,2104,59,ESCUELA SUPERIOR DE ADMINISTRACION PUBLICA-ESAP-,Activa,Institución Universitaria/Escuela Tecnológica,Oficial,59.4,ESPECIALIZACION EN ALTA GERENCIA DEL SISTEMA  DE SEGURIDAD SOCIAL EN SALUD,,,,,,,,,,,,,,,,
2104,2104,59,ESCUELA SUPERIOR DE ADMINISTRACION PUBLICA-ESAP-,Activa,Institución Universitaria/Escuela Tecnológica,Oficial,59.7,ESPECIALIZACION EN DERECHOS HUMANOS,,,,,,,,,,,,,,,,
2104,2104,59,ESCUELA SUPERIOR DE ADMINISTRACION PUBLICA-ESAP-,Activa,Institución Universitaria/Escuela Tecnológica,Oficial,59.10,ESPECIALIZACION EN GERENCIA AMBIENTAL,,,,,,,,,,,,,,,,
2104,2104,59,ESCUELA SUPERIOR DE ADMINISTRACION PUBLICA-ESAP-,Activa,Institución Universitaria/Escuela Tecnológica,Oficial,59.11,ESPECIALIZACION EN GERENCIA HOSPITALARIA,,,,,,,,,,,,,,,,
2104,2104,59,ESCUELA SUPERIOR DE ADMINISTRACION PUBLICA-ESAP-,Activa,Institución Universitaria/Escuela Tecnológica,Oficial,59.12,ESPECIALIZACION EN GERENCIA SOCIAL,,,,,,,,,,,,,,,,
2104,2104,59,ESCUELA SUPERIOR DE ADMINISTRACION PUBLICA-ESAP-,Activa,Institución Universitaria/Escuela Tecnológica,Oficial,59.14,ESPECIALIZACION EN GESTION PUBLICA,,,,,,,,,,,,,,,,
2104,2104,59,ESCUELA SUPERIOR DE ADMINISTRACION PUBLICA-ESAP-,Activa,Institución Universitaria/Escuela Tecnológica,Oficial,59.16,ESPECIALIZACION EN GESTION Y PLANIFICACI¿N DEL DESARROLLO URBANO Y REGIONAL,,,,,,,,,,,,,,,,
2104,2104,59,ESCUELA SUPERIOR DE ADMINISTRACION PUBLICA-ESAP-,Activa,Institución Universitaria/Escuela Tecnológica,Oficial,59.17,ESPECIALIZACION EN PROYECTOS DE DESARROLLO,,,,,,,,,,,,,,,,
2104,2104,59,ESCUELA SUPERIOR DE ADMINISTRACION PUBLICA-ESAP-,Activa,Institución Universitaria/Escuela Tecnológica,Oficial,59.21,"MAESTRÍA EN DERECHOS HUMANOS, GESTIÓN DE LA TRANSICIÓN Y POSCONFLICTO",,,,,,,,,,,,,,,,
2110,2110,60,COLEGIO MAYOR DE ANTIOQUIA,Activa,Institución Universitaria/Escuela Tecnológica,Oficial,60.1,ESPECIALIZACIÓN EN PLANEACIÓN URBANA,,,,,,,,,,,,,,,,
2209,2209,61,POLITECNICO COLOMBIANO JAIME ISAZA CADAVID,Activa,Institución Universitaria/Escuela Tecnológica,Oficial,61.1,ESPECIALIZACIÓN EN ANALÍTICA DE DATOS,,,,,,,,,,,,,,,,
2701,2701,62,INSTITUCION UNIVERSITARIA COLEGIOS DE COLOMBIA - UNICOC,Activa,Institución Universitaria/Escuela Tecnológica,Privado,62.1,ESPECIALIZACION EN GERENCIA DE SERVICIOS DE SALUD,,,,,,,,,,,,,,,,
2702,2702,63,FUNDACION UNIVERSITARIA DE CIENCIAS DE LA SALUD,Activa,Institución Universitaria/Escuela Tecnológica,Privado,63.1,ESPECIALIZACIÓN EN GERENCIA DE LA CALIDAD Y GESTIÓN CLÍNICA,,,,,,,,,,,,,,,,
2702,2702,63,FUNDACION UNIVERSITARIA DE CIENCIAS DE LA SALUD,Activa,Institución Universitaria/Escuela Tecnológica,Privado,63.2,ESPECIALIZACIÓN EN GERENCIA DE LA SALUD,,,,,,,,,,,,,,,,
2702,2702,63,FUNDACION UNIVERSITARIA DE CIENCIAS DE LA SALUD,Activa,Institución Universitaria/Escuela Tecnológica,Privado,63.3,ESPECIALIZACIÓN EN GERENCIA EN MERCADEO DE SERVICIOS DE SALUD,,,,,,,,,,,,,,,,
2708,2708,64,UNIVERSIDAD CES,Activa,Universidad,Privado,64.1,ESPECIALIZACIÓN EN PROMOCIÓN Y COMUNICACIÓN PARA LA SALUD,,,,,,,,,,,,,,,,
2708,2708,64,UNIVERSIDAD CES,Activa,Universidad,Privado,64.2,MAESTRÍA EN TECNOLOGÍAS DE LA INFORMACIÓN Y LA COMUNICACIÓN EN SALUD,,,,,,,,,,,,,,,,
2710,2710,65,FUNDACION UNIVERSITARIA MONSERRATE -UNIMONSERRATE,Activa,Institución Universitaria/Escuela Tecnológica,Privado,65.1,MAESTRÍA EN GESTIÓN DEL DESARROLLO SOCIAL,,,,,,,,,,,,,,,,
2711,2711,66,UNIVERSIDAD CATOLICA DE PEREIRA,Activa,Universidad,Privado,66.1,MAESTRÍA EN INNOVACIÓN EDUCATIVA,,,,,,,,,,,,,,,,
2713,2713,67,FUNDACION UNIVERSITARIA LOS LIBERTADORES,Activa,Institución Universitaria/Escuela Tecnológica,Privado,67.1,ESPECIALIZACION EN EDUCACION AMBIENTAL,,,,,,,,,,,,,,,,
2713,2713,67,FUNDACION UNIVERSITARIA LOS LIBERTADORES,Activa,Institución Universitaria/Escuela Tecnológica,Privado,67.2,ESPECIALIZACION EN EL ARTE EN LOS PROCESOS DE APRENDIZAJE,,,,,,,,,,,,,,,,
2713,2713,67,FUNDACION UNIVERSITARIA LOS LIBERTADORES,Activa,Institución Universitaria/Escuela Tecnológica,Privado,67.3,ESPECIALIZACIÓN EN ESTADÍSTICA APLICADA,,,,,,,,,,,,,,,,
2713,2713,67,FUNDACION UNIVERSITARIA LOS LIBERTADORES,Activa,Institución Universitaria/Escuela Tecnológica,Privado,67.4,ESPECIALIZACIÓN EN GERENCIA ESTRATÉGICA DE PYMES,,,,,,,,,,,,,,,,
2713,2713,67,FUNDACION UNIVERSITARIA LOS LIBERTADORES,Activa,Institución Universitaria/Escuela Tecnológica,Privado,67.5,ESPECIALIZACION EN INFORMATICA PARA EL APRENDIZAJE EN RED,,,,,,,,,,,,,,,,
2713,2713,67,FUNDACION UNIVERSITARIA LOS LIBERTADORES,Activa,Institución Universitaria/Escuela Tecnológica,Privado,67.6,ESPECIALIZACION EN PEDAGOGIA DE LA LUDICA,,,,,,,,,,,,,,,,
2713,2713,67,FUNDACION UNIVERSITARIA LOS LIBERTADORES,Activa,Institución Universitaria/Escuela Tecnológica,Privado,67.7,MAESTRIA EN EDUCACION,,,,,,,,,,,,,,,,
2713,2713,67,FUNDACION UNIVERSITARIA LOS LIBERTADORES,Activa,Institución Universitaria/Escuela Tecnológica,Privado,67.8,MAESTRÍA EN EDUCACIÓN,,,,,,,,,,,,,,,,
2713,2713,67,FUNDACION UNIVERSITARIA LOS LIBERTADORES,Activa,Institución Universitaria/Escuela Tecnológica,Privado,67.9,MAESTRÍA EN GERENCIA DEL DESARROLLO SOSTENIBLE,,,,,,,,,,,,,,,,
2719,2719,68,UNIVERSIDAD CATÓLICA LUIS AMIGÓ,Activa,Universidad,Privado,68.1,ESPECIALIZACIÓN EN ADICCIONES,,,,,,,,,,,,,,,,
2719,2719,68,UNIVERSIDAD CATÓLICA LUIS AMIGÓ,Activa,Universidad,Privado,68.2,ESPECIALIZACION EN FINANZAS,,,,,,,,,,,,,,,,
2719,2719,68,UNIVERSIDAD CATÓLICA LUIS AMIGÓ,Activa,Universidad,Privado,68.3,ESPECIALIZACION EN GERENCIA DE LA RESPONSABILIDAD SOCIAL EMPRESARIAL,,,,,,,,,,,,,,,,
2719,2719,68,UNIVERSIDAD CATÓLICA LUIS AMIGÓ,Activa,Universidad,Privado,68.4,ESPECIALIZACIÓN EN GERENCIA DEL TALENTO HUMANO,,,,,,,,,,,,,,,,
2719,2719,68,UNIVERSIDAD CATÓLICA LUIS AMIGÓ,Activa,Universidad,Privado,68.5,ESPECIALIZACIÓN EN GESTIÓN EDUCATIVA,,,,,,,,,,,,,,,,
2719,2719,68,UNIVERSIDAD CATÓLICA LUIS AMIGÓ,Activa,Universidad,Privado,68.7,ESPECIALIZACIÓN EN NEUROPSICOPEDAGOGÍA INFANTIL,,,,,,,,,,,,,,,,
2720,2720,69,FUNDACION UNIVERSITARIA JUAN DE CASTELLANOS,Activa,Institución Universitaria/Escuela Tecnológica,Privado,69.1,ESPECIALIZACIÓN EN CLIMA ESCOLAR,,,,,,,,,,,,,,,,
2720,2720,69,FUNDACION UNIVERSITARIA JUAN DE CASTELLANOS,Activa,Institución Universitaria/Escuela Tecnológica,Privado,69.2,ESPECIALIZACIÓN EN EDUCACIÓN E INTERVENCIÓN PARA LA PRIMERA INFANCIA,,,,,,,,,,,,,,,,
2720,2720,69,FUNDACION UNIVERSITARIA JUAN DE CASTELLANOS,Activa,Institución Universitaria/Escuela Tecnológica,Privado,69.3,ESPECIALIZACIÓN EN EDUCACIÓN INCLUSIVA,,,,,,,,,,,,,,,,
2720,2720,69,FUNDACION UNIVERSITARIA JUAN DE CASTELLANOS,Activa,Institución Universitaria/Escuela Tecnológica,Privado,69.4,ESPECIALIZACIÓN EN GESTIÓN EDUCATIVA Y CURRICULAR,,,,,,,,,,,,,,,,
2720,2720,69,FUNDACION UNIVERSITARIA JUAN DE CASTELLANOS,Activa,Institución Universitaria/Escuela Tecnológica,Privado,69.5,ESPECIALIZACIÓN EN INFORMÁTICA EDUCATIVA,,,,,,,,,,,,,,,,
2720,2720,69,FUNDACION UNIVERSITARIA JUAN DE CASTELLANOS,Activa,Institución Universitaria/Escuela Tecnológica,Privado,69.6,ESPECIALIZACION EN INNOVACION PEDAGOGICA,,,,,,,,,,,,,,,,
2720,2720,69,FUNDACION UNIVERSITARIA JUAN DE CASTELLANOS,Activa,Institución Universitaria/Escuela Tecnológica,Privado,69.7,ESPECIALIZACION EN LUDICA EDUCATIVA,,,,,,,,,,,,,,,,
2721,2721,70,FUNDACION UNIVERSITARIA MARIA CANO,Activa,Institución Universitaria/Escuela Tecnológica,Privado,70.1,ESPECIALIZACION EN ADMINISTRACION DE SERVICIOS DE SALUD,,,,,,,,,,,,,,,,
2721,2721,70,FUNDACION UNIVERSITARIA MARIA CANO,Activa,Institución Universitaria/Escuela Tecnológica,Privado,70.2,ESPECIALIZACION EN ALTA GERENCIA,,,,,,,,,,,,,,,,
2721,2721,70,FUNDACION UNIVERSITARIA MARIA CANO,Activa,Institución Universitaria/Escuela Tecnológica,Privado,70.3,ESPECIALIZACIÓN EN ATENCIÓN INTEGRAL A LA PRIMERA INFANCIA,,,,,,,,,,,,,,,,
2721,2721,70,FUNDACION UNIVERSITARIA MARIA CANO,Activa,Institución Universitaria/Escuela Tecnológica,Privado,70.4,ESPECIALIZACIÓN EN GERENCIA DE LA SALUD OCUPACIONAL,,,,,,,,,,,,,,,,
2721,2721,70,FUNDACION UNIVERSITARIA MARIA CANO,Activa,Institución Universitaria/Escuela Tecnológica,Privado,70.5,ESPECIALIZACIÓN EN PSICOLOGÍA DEL DEPORTE,,,,,,,,,,,,,,,,
2723,2723,71,FUNDACION UNIVERSITARIA AGRARIA DE COLOMBIA -UNIAGRARIA-,Activa,Institución Universitaria/Escuela Tecnológica,Privado,71.1,ESPECIALIZACIÓN EN BIENESTAR ANIMAL Y ETOLOGÍA,,,,,,,,,,,,,,,,
2723,2723,71,FUNDACION UNIVERSITARIA AGRARIA DE COLOMBIA -UNIAGRARIA-,Activa,Institución Universitaria/Escuela Tecnológica,Privado,71.2,ESPECIALIZACIÓN EN EDUCACIÓN EN CONTEXTOS RURALES,,,,,,,,,,,,,,,,
2723,2723,71,FUNDACION UNIVERSITARIA AGRARIA DE COLOMBIA -UNIAGRARIA-,Activa,Institución Universitaria/Escuela Tecnológica,Privado,71.3,ESPECIALIZACIÓN EN GESTIÓN DE AGRONEGOCIOS,,,,,,,,,,,,,,,,
2723,2723,71,FUNDACION UNIVERSITARIA AGRARIA DE COLOMBIA -UNIAGRARIA-,Activa,Institución Universitaria/Escuela Tecnológica,Privado,71.4,ESPECIALIZACIÓN EN SALUD PÚBLICA VETERINARIA,,,,,,,,,,,,,,,,
2725,2725,73,POLITECNICO GRANCOLOMBIANO,Activa,Institución Universitaria/Escuela Tecnológica,Privado,73.1,ESPECIALIZACIÓN DE GERENCIA DE PROYECTOS EN INTELIGENCIA DE NEGOCIOS,,,,,,,,,,,,,,,,
2725,2725,73,POLITECNICO GRANCOLOMBIANO,Activa,Institución Universitaria/Escuela Tecnológica,Privado,73.2,ESPECIALIZACIÓN EN COMUNICACIÓN Y NARRATIVAS DIGITALES,,,,,,,,,,,,,,,,
2725,2725,73,POLITECNICO GRANCOLOMBIANO,Activa,Institución Universitaria/Escuela Tecnológica,Privado,73.3,ESPECIALIZACION EN GERENCIA DE FINANZAS,,,,,,,,,,,,,,,,
2725,2725,73,POLITECNICO GRANCOLOMBIANO,Activa,Institución Universitaria/Escuela Tecnológica,Privado,73.4,ESPECIALIZACIÓN EN GERENCIA DE LA SEGURIDAD Y SALUD  EN EL TRABAJO,,,,,,,,,,,,,,,,
2725,2725,73,POLITECNICO GRANCOLOMBIANO,Activa,Institución Universitaria/Escuela Tecnológica,Privado,73.5,ESPECIALIZACIÓN EN GERENCIA DE MERCADEO,,,,,,,,,,,,,,,,
2725,2725,73,POLITECNICO GRANCOLOMBIANO,Activa,Institución Universitaria/Escuela Tecnológica,Privado,73.6,ESPECIALIZACIÓN EN GERENCIA DE PROYECTOS DE TELECOMUNICACIONES,,,,,,,,,,,,,,,,
