CÓDIGO_INSTITUCIÓN_PADRE,CÓDIGO_INSTITUCIÓN,# universidad,NOMBRE_INSTITUCIÓN,ESTADO_INSTITUCIÓN,CARÁCTER_ACADÉMICO,SECTOR,codigoprograma,NOMBRE_DEL_PROGRAMA,,,,,,,,,,,,,,,,
2849,2849,92,CORPORACION UNIVERSITARIA AUTONOMA DEL CAUCA,Activa,Institución Universitaria/Escuela Tecnológica,Privado,92.1,ESPECIALIZACION EN PEDAGOGIA,,,,,,,,,,,,,,,,
2850,2850,93,CORPORACION UNIVERSITARIA ANTONIO JOSE DE SUCRE - CORPOSUCRE,Activa,Institución Universitaria/Escuela Tecnológica,Privado,93.1,ESPECIALIZACIÓN EN GERENCIA TRIBUTARIA,,,,,,,,,,,,,,,,
2850,2850,93,CORPORACION UNIVERSITARIA ANTONIO JOSE DE SUCRE - CORPOSUCRE,Activa,Institución Universitaria/Escuela Tecnológica,Privado,93.2,ESPECIALIZACIÓN EN SEGURIDAD Y SALUD EN EL TRABAJO,,,,,,,,,,,,,,,,
2850,2850,93,CORPORACION UNIVERSITARIA ANTONIO JOSE DE SUCRE - CORPOSUCRE,Activa,Institución Universitaria/Escuela Tecnológica,Privado,93.2,ESPECIALIZACIÓN EN SEGURIDAD Y SALUD EN EL TRABAJO (VIRT),,,,,,,,,,,,,,,,
2904,2904,94,ESCUELA SUPERIOR DE GUERRA GENERAL RAFAEL REYES PRIETO,Activa,Institución Universitaria/Escuela Tecnológica,Oficial,94.1,"DOCTORADO EN ESTUDIOS ESTRATÉGICOS, SEGURIDAD Y DEFENSA",,,,,,,,,,,,,,,,
3107,3107,95,INSTITUCIÓN UNIVERSITARIA PASCUAL BRAVO,Activa,Institución Universitaria/Escuela Tecnológica,Oficial,95.1,ESPECIALIZACIÓN EN GESTIÓN DE PROYECTOS,,,,,,,,,,,,,,,,
3107,3107,95,INSTITUCIÓN UNIVERSITARIA PASCUAL BRAVO,Activa,Institución Universitaria/Escuela Tecnológica,Oficial,95.2,MAESTRÍA EN DISEÑO Y EVALUACIÓN DE PROYECTOS REGIONALES,,,,,,,,,,,,,,,,
3302,3302,96,INSTITUTO TECNOLOGICO METROPOLITANO,Activa,Institución Universitaria/Escuela Tecnológica,Oficial,96.1,"MAESTRÍA EN ESTUDIOS DE CIENCIA, TECNOLOGÍA, SOCIEDAD E INNOVACIÓN",,,,,,,,,,,,,,,,
3703,3703,97,INSTITUCION UNIVERSITARIA ESCOLME,Activa,Institución Universitaria/Escuela Tecnológica,Privado,97.1,ESPECIALIZACIÓN EN GERENCIA DE MERCADEO,,,,,,,,,,,,,,,,
3720,3720,100,FUNDACION UNIVERSITARIA ESUMER,Activa,Institución Universitaria/Escuela Tecnológica,Privado,100.1,ESPECIALIZACIÓN EN GESTIÓN DE E-COMMERCE Y MARKETING DIGITAL,,,,,,,,,,,,,,,,
4721,4721,102,FUNDACION UNIVERSITARIA HORIZONTE,Activa,Institución Universitaria/Escuela Tecnológica,Privado,102.1,"ESPECIALIZACIÓN EN AMBIENTES VIRTUALES DE APRENDIZAJE, AVA",,,,,,,,,,,,,,,,
4810,4810,104,CORPORACION UNIVERSITARIA CENDA,Activa,Institución Universitaria/Escuela Tecnológica,Privado,104.1,ESPECIALIZACIÓN EN DEPORTE Y DESARROLLO SOCIAL,,,,,,,,,,,,,,,,
4810,4810,104,CORPORACION UNIVERSITARIA CENDA,Activa,Institución Universitaria/Escuela Tecnológica,Privado,104.2,ESPECIALIZACIÓN EN INFANCIAS Y JUVENTUDES,,,,,,,,,,,,,,,,
4813,4813,105,CORPORACION UNIFICADA NACIONAL DE EDUCACION SUPERIOR-CUN-,Activa,Institución Técnica Profesional,Privado,105.1,ESPECIALIZACIÓN EN ANALÍTICA DE DATOS,,,,,,,,,,,,,,,,
4813,4813,105,CORPORACION UNIFICADA NACIONAL DE EDUCACION SUPERIOR-CUN-,Activa,Institución Técnica Profesional,Privado,105.2,ESPECIALIZACIÓN EN GERENCIA DE LA MARCA,,,,,,,,,,,,,,,,
4813,4813,105,CORPORACION UNIFICADA NACIONAL DE EDUCACION SUPERIOR-CUN-,Activa,Institución Técnica Profesional,Privado,105.3,ESPECIALIZACIÓN EN GERENCIA EN LA INDUSTRIA DE LA MODA,,,,,,,,,,,,,,,,
4813,4813,105,CORPORACION UNIFICADA NACIONAL DE EDUCACION SUPERIOR-CUN-,Activa,Institución Técnica Profesional,Privado,105.4,ESPECIALIZACIÓN EN PAZ Y DESARROLLO TERRITORIAL,,,,,,,,,,,,,,,,
5802,5802,106,UNIVERSIDAD ECCI,Activa,Universidad,Privado,106.1,ESPECIALIZACION EN EDUCACION PARA LA SOSTENIBILIDAD AMBIENTAL,,,,,,,,,,,,,,,,
5802,5802,106,UNIVERSIDAD ECCI,Activa,Universidad,Privado,106.2,ESPECIALIZACIÓN EN GERENCIA DE LA SEGURIDAD Y SALUD EN EL TRABAJO,,,,,,,,,,,,,,,,
5802,5802,106,UNIVERSIDAD ECCI,Activa,Universidad,Privado,106.3,ESPECIALIZACIÓN EN GERENCIA ESTRATÉGICA DE MERCADEO,,,,,,,,,,,,,,,,
5802,5802,106,UNIVERSIDAD ECCI,Activa,Universidad,Privado,106.4,ESPECIALIZACION EN INNOVACION DOCENTE MEDIADA POR TIC,,,,,,,,,,,,,,,,
5802,5802,106,UNIVERSIDAD ECCI,Activa,Universidad,Privado,106.5,MAESTRÍA EN ADMINISTRACIÓN,,,,,,,,,,,,,,,,
9102,9102,107,ESCUELA DE SUBOFICIALES DE LA FUERZA AEREA COLOMBIANA ANDRES M. DIAZ,Activa,Institución Tecnológica,Oficial,107.1,ESPECIALIZACIÓN TECNOLÓGICA EN ADMINISTRACIÓN DE OPERACIONES AERONÁUTICAS,,,,,,,,,,,,,,,,
9102,9102,107,ESCUELA DE SUBOFICIALES DE LA FUERZA AEREA COLOMBIANA ANDRES M. DIAZ,Activa,Institución Tecnológica,Oficial,107.2,ESPECIALIZACIÓN TECNOLÓGICA EN ADMINISTRACIÓN DE OPERACIONES PARA LA SEGURIDAD AEROPORTUARIA,,,,,,,,,,,,,,,,
9102,9102,107,ESCUELA DE SUBOFICIALES DE LA FUERZA AEREA COLOMBIANA ANDRES M. DIAZ,Activa,Institución Tecnológica,Oficial,107.3,ESPECIALIZACIÓN TECNOLÓGICA EN ADMINISTRACIÓN DE RECURSOS LOGÍSTICOS AERONÁUTICOS,,,,,,,,,,,,,,,,
9110,9110,108,SERVICIO NACIONAL DE APRENDIZAJE-SENA-,Activa,Institución Tecnológica,Oficial,108.1,ESPECIALIZACIÓN TECNOLÓGICA DISEÑO DE PRODUCTOS TURÍSTICOS,,,,,,,,,,,,,,,,
9110,9110,108,SERVICIO NACIONAL DE APRENDIZAJE-SENA-,Activa,Institución Tecnológica,Oficial,108.2,ESPECIALIZACIÓN TECNOLÓGICA DISEÑO Y DESARROLLO DE INVESTIGACIONES DE MERCADO,,,,,,,,,,,,,,,,
9110,9110,108,SERVICIO NACIONAL DE APRENDIZAJE-SENA-,Activa,Institución Tecnológica,Oficial,108.3,ESPECIALIZACIÓN TECNOLÓGICA EN DIAGNÓSTICO Y ANÁLISIS ORGANIZACIONAL PARA UNIDADES PRODUCTIVAS,,,,,,,,,,,,,,,,
9110,9110,108,SERVICIO NACIONAL DE APRENDIZAJE-SENA-,Activa,Institución Tecnológica,Oficial,108.4,ESPECIALIZACIÓN TECNOLÓGICA EN DISEÑO DE PROYECTOS TURÍSTICOS,,,,,,,,,,,,,,,,
9110,9110,108,SERVICIO NACIONAL DE APRENDIZAJE-SENA-,Activa,Institución Tecnológica,Oficial,108.5,ESPECIALIZACIÓN TECNOLÓGICA EN ESTRUCTURACIÓN DEL PLAN COMERCIAL,,,,,,,,,,,,,,,,
9110,9110,108,SERVICIO NACIONAL DE APRENDIZAJE-SENA-,Activa,Institución Tecnológica,Oficial,108.7,ESPECIALIZACIÓN TECNOLÓGICA EN GESTIÓN DEL TALENTO HUMANO POR COMPETENCIAS - METODOLOGÍA,,,,,,,,,,,,,,,,
9110,9110,108,SERVICIO NACIONAL DE APRENDIZAJE-SENA-,Activa,Institución Tecnológica,Oficial,108.8,ESPECIALIZACIÓN TECNOLÓGICA EN GESTIÓN ECONÓMICA DE LA LOGÍSTICA INTERNACIONAL,,,,,,,,,,,,,,,,
9110,9110,108,SERVICIO NACIONAL DE APRENDIZAJE-SENA-,Activa,Institución Tecnológica,Oficial,108.10,ESPECIALIZACIÓN TECNOLÓGICA EN GESTIÓN Y SEGURIDAD DE BASES DE DATOS,,,,,,,,,,,,,,,,
9110,9110,108,SERVICIO NACIONAL DE APRENDIZAJE-SENA-,Activa,Institución Tecnológica,Oficial,108.11,ESPECIALIZACIÓN TECNOLÓGICA EN MARKETING Y MODELOS DE NEGOCIO ONLINE,,,,,,,,,,,,,,,,
9110,9110,108,SERVICIO NACIONAL DE APRENDIZAJE-SENA-,Activa,Institución Tecnológica,Oficial,108.12,ESPECIALIZACIÓN TECNOLÓGICA EN PLANEACIÓN TRIBUTARIA,,,,,,,,,,,,,,,,
9110,9110,108,SERVICIO NACIONAL DE APRENDIZAJE-SENA-,Activa,Institución Tecnológica,Oficial,108.14,ESPECIALIZACIÓN TECNOLÓGICA EN PRODUCCIÓN Y CONSUMO SOSTENIBLE,,,,,,,,,,,,,,,,
9110,9110,108,SERVICIO NACIONAL DE APRENDIZAJE-SENA-,Activa,Institución Tecnológica,Oficial,108.15,ESPECIALIZACIÓN TECNOLÓGICA EN SUPERVISIÓN DE BUENAS PRÁCTICAS DE MANUFACTURA,,,,,,,,,,,,,,,,
9116,9116,109,FUNDACION UNIVERSITARIA CLARETIANA - UNICLARETIANA,Activa,Institución Universitaria/Escuela Tecnológica,Privado,109.1,ESPECIALIZACIÓN EN ESTUDIOS BÍBLICOS,,,,,,,,,,,,,,,,
9116,9116,109,FUNDACION UNIVERSITARIA CLARETIANA - UNICLARETIANA,Activa,Institución Universitaria/Escuela Tecnológica,Privado,109.3,ESPECIALIZACIÓN EN GESTION DE PROCESOS PSICOSOCIALES,,,,,,,,,,,,,,,,
9116,9116,109,FUNDACION UNIVERSITARIA CLARETIANA - UNICLARETIANA,Activa,Institución Universitaria/Escuela Tecnológica,Privado,109.4,ESPECIALIZACIÓN EN MÉTODOS Y TÉCNICAS DE INVESTIGACIÓN EN CIENCIAS SOCIALES,,,,,,,,,,,,,,,,
9116,9116,109,FUNDACION UNIVERSITARIA CLARETIANA - UNICLARETIANA,Activa,Institución Universitaria/Escuela Tecnológica,Privado,109.6,ESPECIALIZACIÓN EN PERIODISMO DE PAZ,,,,,,,,,,,,,,,,
9116,9116,109,FUNDACION UNIVERSITARIA CLARETIANA - UNICLARETIANA,Activa,Institución Universitaria/Escuela Tecnológica,Privado,109.7,ESPECIALIZACION GERENCIA  FINANCIERA,,,,,,,,,,,,,,,,
9900,9900,110,CORPORACION UNIVERSITARIA U DE COLOMBIA,Activa,Institución Universitaria/Escuela Tecnológica,Privado,110.1,ESPECIALIZACIÓN EN DERECHO DE DAÑOS,,,,,,,,,,,,,,,,
9904,9904,111,FUNDACION UNIVERSITARIA COLOMBO GERMANA,Activa,Institución Universitaria/Escuela Tecnológica,Privado,111.1,ESPECIALIZACIÓN EN GERENCIA DE PROYECTOS,,,,,,,,,,,,,,,,
9904,9904,111,FUNDACION UNIVERSITARIA COLOMBO GERMANA,Activa,Institución Universitaria/Escuela Tecnológica,Privado,111.2,ESPECIALIZACIÓN EN GERENCIA EN SEGURIDAD Y SALUD PARA EL TRABAJO,,,,,,,,,,,,,,,,
9913,9913,112,CORPORACION UNIVERSITARIA DE ASTURIAS,Activa,Institución Universitaria/Escuela Tecnológica,Privado,112.1,ESPECIALIZACIÓN EN DIRECCIÓN DE EMPRESAS,,,,,,,,,,,,,,,,
9913,9913,112,CORPORACION UNIVERSITARIA DE ASTURIAS,Activa,Institución Universitaria/Escuela Tecnológica,Privado,112.2,ESPECIALIZACIÓN EN GERENCIA DE  PROYECTOS,,,,,,,,,,,,,,,,
9913,9913,112,CORPORACION UNIVERSITARIA DE ASTURIAS,Activa,Institución Universitaria/Escuela Tecnológica,Privado,112.6,ESPECIALIZACIÓN EN INTELIGENCIA DE NEGOCIOS,,,,,,,,,,,,,,,,
9915,9915,113,UNIVERSITARIA VIRTUAL INTERNACIONAL,Activa,Institución Universitaria/Escuela Tecnológica,Privado,113.1,ESPECIALIZACIÓN EN DESARROLLO DE NEGOCIOS DIGITALES,,,,,,,,,,,,,,,,
9926,9926,114,FUNDACION UNIVERSITARIA INTERNACIONAL DE LA RIOJA - UNIR,Activa,Institución Universitaria/Escuela Tecnológica,Privado,114.1,ESPECIALIZACIÓN EN ALTA GERENCIA,,,,,,,,,,,,,,,,
9926,9926,114,FUNDACION UNIVERSITARIA INTERNACIONAL DE LA RIOJA - UNIR,Activa,Institución Universitaria/Escuela Tecnológica,Privado,114.2,ESPECIALIZACIÓN EN DIRECCIÓN Y GESTIÓN DE PROYECTOS,,,,,,,,,,,,,,,,
9926,9926,114,FUNDACION UNIVERSITARIA INTERNACIONAL DE LA RIOJA - UNIR,Activa,Institución Universitaria/Escuela Tecnológica,Privado,114.3,ESPECIALIZACIÓN EN GESTIÓN DE LA SEGURIDAD Y SALUD EN EL TRABAJO,,,,,,,,,,,,,,,,
9926,9926,114,FUNDACION UNIVERSITARIA INTERNACIONAL DE LA RIOJA - UNIR,Activa,Institución Universitaria/Escuela Tecnológica,Privado,114.4,ESPECIALIZACIÓN EN GESTIÓN HUMANA,,,,,,,,,,,,,,,,
9926,9926,114,FUNDACION UNIVERSITARIA INTERNACIONAL DE LA RIOJA - UNIR,Activa,Institución Universitaria/Escuela Tecnológica,Privado,114.6,ESPECIALIZACIÓN EN NEUROPSICOLOGÍA Y EDUCACIÓN,,,,,,,,,,,,,,,,
9927,9927,115,INSTITUCION UNIVERSITARIA DIGITAL DE ANTIOQUIA -IU. DIGITAL,Activa,Institución Universitaria/Escuela Tecnológica,Oficial,115.1,ESPECIALIZACIÓN EN ANÁLITICA Y  BIG DATA,,,,,,,,,,,,,,,,
9927,9927,115,INSTITUCION UNIVERSITARIA DIGITAL DE ANTIOQUIA -IU. DIGITAL,Activa,Institución Universitaria/Escuela Tecnológica,Oficial,115.2,ESPECIALIZACIÓN EN FORMULACIÓN Y EVALUACIÓN DE PROYECTOS,,,,,,,,,,,,,,,,
9927,9927,115,INSTITUCION UNIVERSITARIA DIGITAL DE ANTIOQUIA -IU. DIGITAL,Activa,Institución Universitaria/Escuela Tecnológica,Oficial,115.3,ESPECIALIZACIÓN EN PROGRAMACIÓN APLICADA,,,,,,,,,,,,,,,,
3301,3301,116,INSTITUCION UNIVERSITARIA ANTONIO JOSE CAMACHO,Activa,Institución Universitaria/Escuela Tecnológica,Oficial,116.1,ESPECIALIZACIÓN EN GESTIÓN AMBIENTAL SOSTENIBLE,,,,,,,,,,,,,,,,
3301,3301,116,INSTITUCION UNIVERSITARIA ANTONIO JOSE CAMACHO,Activa,Institución Universitaria/Escuela Tecnológica,Oficial,116.2,ESPECIALIZACIÓN EN GESTIÓN DE CONTENIDOS DIGITALES,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3,,,,,,,,
